confirmedCount,confirmedIncr,curedCount,curedIncr,currentConfirmedCount,currentConfirmedIncr,dateId,deadCount,suspectedCount,suspectedCountIncr,provinceName
1,1,0,0,1,1,20200122,0,0,0,香港
2,1,0,0,2,1,20200123,0,0,0,香港
5,3,0,0,5,3,20200124,0,0,0,香港
5,0,0,0,5,0,20200125,0,0,0,香港
8,3,0,0,8,3,20200126,0,0,0,香港
8,0,0,0,8,0,20200127,0,0,0,香港
8,0,0,0,8,0,20200128,0,0,0,香港
10,2,0,0,10,2,20200129,0,0,0,香港
12,2,0,0,12,2,20200130,0,0,0,香港
13,1,0,0,13,1,20200131,0,0,0,香港
14,1,0,0,14,1,20200201,0,0,0,香港
15,1,0,0,15,1,20200202,0,0,0,香港
15,0,0,0,15,0,20200203,0,0,0,香港
18,3,0,0,17,2,20200204,1,0,0,香港
21,3,0,0,20,3,20200205,1,0,0,香港
24,3,0,0,23,3,20200206,1,0,0,香港
26,2,0,0,25,2,20200207,1,0,0,香港
26,0,0,0,25,0,20200208,1,0,0,香港
36,10,0,0,35,10,20200209,1,0,0,香港
42,6,0,0,41,6,20200210,1,0,0,香港
49,7,0,0,48,7,20200211,1,0,0,香港
50,1,1,1,48,0,20200212,1,0,0,香港
53,3,1,0,51,3,20200213,1,0,0,香港
56,3,1,0,54,3,20200214,1,0,0,香港
56,0,1,0,54,0,20200215,1,0,0,香港
57,1,2,1,54,0,20200216,1,0,0,香港
60,3,2,0,57,3,20200217,1,0,0,香港
62,2,4,2,57,0,20200218,1,0,0,香港
65,3,5,1,58,1,20200219,2,0,0,香港
68,3,5,0,61,3,20200220,2,0,0,香港
68,0,6,1,60,-1,20200221,2,0,0,香港
69,1,11,5,56,-4,20200222,2,0,0,香港
74,5,12,1,60,4,20200223,2,0,0,香港
81,7,19,7,60,0,20200224,2,0,0,香港
85,4,18,-1,65,5,20200225,2,0,0,香港
91,6,24,6,65,0,20200226,2,0,0,香港
93,2,26,2,65,0,20200227,2,0,0,香港
94,1,30,4,62,-3,20200228,2,0,0,香港
95,1,33,3,60,-2,20200229,2,0,0,香港
98,3,36,3,60,0,20200301,2,0,0,香港
100,2,36,0,62,2,20200302,2,0,0,香港
100,0,37,1,61,-1,20200303,2,0,0,香港
105,5,43,6,60,-1,20200304,2,0,0,香港
105,0,46,3,57,-3,20200305,2,0,0,香港
107,2,51,5,54,-3,20200306,2,0,0,香港
109,2,55,4,52,-2,20200307,2,0,0,香港
114,5,59,4,52,0,20200308,3,0,0,香港
115,1,60,1,52,0,20200309,3,0,0,香港
120,5,65,5,52,0,20200310,3,0,0,香港
129,9,67,2,59,7,20200311,3,0,0,香港
131,2,75,8,53,-6,20200312,3,0,0,香港
137,6,78,3,55,2,20200313,4,0,0,香港
141,4,81,3,56,1,20200314,4,0,0,香港
149,8,84,3,61,5,20200315,4,0,0,香港
157,8,88,4,65,4,20200316,4,0,0,香港
167,10,92,4,71,6,20200317,4,0,0,香港
192,25,95,3,93,22,20200318,4,0,0,香港
208,16,98,3,106,13,20200319,4,0,0,香港
256,48,98,0,154,48,20200320,4,0,0,香港
273,17,100,2,169,15,20200321,4,0,0,香港
317,44,100,0,213,44,20200322,4,0,0,香港
356,39,101,1,251,38,20200323,4,0,0,香港
386,30,102,1,280,29,20200324,4,0,0,香港
410,24,106,4,300,20,20200325,4,24,24,香港
453,43,110,4,339,39,20200326,4,24,0,香港
518,65,111,1,403,64,20200327,4,24,0,香港
582,64,112,1,466,63,20200328,4,21,-3,香港
641,59,118,6,519,53,20200329,4,21,0,香港
682,41,124,6,554,35,20200330,4,55,34,香港
714,32,128,4,582,28,20200331,4,55,0,香港
765,51,147,19,614,32,20200401,4,55,0,香港
802,37,154,7,644,30,20200402,4,0,-55,香港
845,43,173,19,668,24,20200403,4,0,0,香港
862,17,186,13,672,4,20200404,4,37,37,香港
890,28,206,20,680,8,20200405,4,37,0,香港
914,24,216,10,694,14,20200406,4,24,-13,香港
935,21,236,20,695,1,20200407,4,0,-24,香港
960,25,264,28,692,-3,20200408,4,0,0,香港
973,13,293,29,676,-16,20200409,4,24,24,香港
989,16,309,16,676,0,20200410,4,39,15,香港
1000,11,336,27,660,-16,20200411,4,39,0,香港
1004,4,360,24,640,-20,20200412,4,39,0,香港
1009,5,397,37,608,-32,20200413,4,39,0,香港
1012,3,434,37,574,-34,20200414,4,39,0,香港
1016,4,459,25,553,-21,20200415,4,39,0,香港
1017,1,485,26,528,-25,20200416,4,39,0,香港
1021,4,532,47,485,-43,20200417,4,39,0,香港
1023,2,568,36,451,-34,20200418,4,39,0,香港
1025,2,602,34,419,-32,20200419,4,39,0,香港
1025,0,630,28,391,-28,20200420,4,39,0,香港
1029,4,650,20,375,-16,20200421,4,43,4,香港
1033,4,678,28,351,-24,20200422,4,47,4,香港
1035,2,699,21,332,-19,20200423,4,47,0,香港
1035,0,725,26,306,-26,20200424,4,47,0,香港
1037,2,753,28,280,-26,20200425,4,47,0,香港
1037,0,772,19,261,-19,20200426,4,47,0,香港
1037,0,787,15,246,-15,20200427,4,47,0,香港
1037,0,811,24,222,-24,20200428,4,47,0,香港
1037,0,830,19,203,-19,20200429,4,47,0,香港
1037,0,846,16,187,-16,20200430,4,47,0,香港
1039,2,859,13,176,-11,20200501,4,47,0,香港
1039,0,864,5,171,-5,20200502,4,47,0,香港
1039,0,879,15,156,-15,20200503,4,47,0,香港
1040,1,900,21,136,-20,20200504,4,47,0,香港
1040,0,920,20,116,-20,20200505,4,47,0,香港
1040,0,932,12,104,-12,20200506,4,47,0,香港
1044,4,944,12,96,-8,20200507,4,47,0,香港
1044,0,960,16,80,-16,20200508,4,47,0,香港
1044,0,967,7,73,-7,20200509,4,47,0,香港
1047,3,982,15,61,-12,20200510,4,47,0,香港
1047,0,985,3,58,-3,20200511,4,47,0,香港
1047,0,991,6,52,-6,20200512,4,47,0,香港
1050,3,1008,17,38,-14,20200513,4,47,0,香港
1051,1,1009,1,38,0,20200514,4,47,0,香港
1052,1,1019,10,29,-9,20200515,4,47,0,香港
1052,0,1022,3,26,-3,20200516,4,47,0,香港
1055,3,1024,2,27,1,20200517,4,47,0,香港
1055,0,1025,1,26,-1,20200518,4,47,0,香港
1055,0,1025,0,26,0,20200519,4,47,0,香港
1055,0,1026,1,25,-1,20200520,4,47,0,香港
1063,8,1029,3,30,5,20200521,4,47,0,香港
1065,2,1029,0,32,2,20200522,4,47,0,香港
1065,0,1029,0,32,0,20200523,4,47,0,香港
1065,0,1030,1,31,-1,20200524,4,47,0,香港
1065,0,1030,0,31,0,20200525,4,47,0,香港
1065,0,1033,3,28,-3,20200526,4,47,0,香港
1066,1,1034,1,28,0,20200527,4,47,0,香港
1066,0,1035,1,27,-1,20200528,4,47,0,香港
1079,13,1035,0,40,13,20200529,4,60,13,香港
1082,3,1036,1,42,2,20200530,4,63,3,香港
1084,2,1037,1,43,1,20200531,4,63,0,香港
1087,3,1037,0,46,3,20200601,4,63,0,香港
1093,6,1038,1,51,5,20200602,4,63,0,香港
1093,0,1039,1,50,-1,20200603,4,63,0,香港
1099,6,1042,3,53,3,20200604,4,63,0,香港
1102,3,1045,3,53,0,20200605,4,63,0,香港
1105,3,1048,3,53,0,20200606,4,63,0,香港
1106,1,1049,1,53,0,20200607,4,63,0,香港
1107,1,1049,0,54,1,20200608,4,63,0,香港
1107,0,1050,1,53,-1,20200609,4,63,0,香港
1107,0,1051,1,52,-1,20200610,4,63,0,香港
1107,0,1055,4,48,-4,20200611,4,63,0,香港
1108,1,1060,5,44,-4,20200612,4,63,0,香港
1109,1,1061,1,44,0,20200613,4,63,0,香港
1109,0,1067,6,38,-6,20200614,4,63,0,香港
1112,3,1067,0,41,3,20200615,4,63,0,香港
1112,0,1069,2,39,-2,20200616,4,63,0,香港
1120,8,1071,2,45,6,20200617,4,63,0,香港
1124,4,1072,1,48,3,20200618,4,63,0,香港
1127,3,1074,2,49,1,20200619,4,63,0,香港
1128,1,1077,3,46,-3,20200620,5,63,0,香港
1131,3,1078,1,48,2,20200621,5,63,0,香港
1161,30,1078,0,78,30,20200622,5,63,0,香港
1177,16,1083,5,88,10,20200623,6,63,0,香港
1179,2,1086,3,87,-1,20200624,6,63,0,香港
1193,14,1088,2,98,11,20200625,7,63,0,香港
1196,3,1091,3,98,0,20200626,7,63,0,香港
1197,1,1095,4,95,-3,20200627,7,63,0,香港
1199,2,1104,9,88,-7,20200628,7,63,0,香港
1203,4,1105,1,91,3,20200629,7,63,0,香港
1205,2,1107,2,91,0,20200630,7,63,0,香港
1233,28,1117,10,109,18,20200701,7,63,0,香港
1242,9,1120,3,115,6,20200702,7,63,0,香港
1247,5,1125,5,115,0,20200703,7,63,0,香港
1258,11,1145,20,106,-9,20200704,7,63,0,香港
1268,10,1156,11,105,-1,20200705,7,63,0,香港
1285,17,1157,1,121,16,20200706,7,63,0,香港
1299,14,1161,4,131,10,20200707,7,63,0,香港
1323,24,1167,6,149,18,20200708,7,63,0,香港
1365,42,1176,9,182,33,20200709,7,63,0,香港
1403,38,1187,11,209,27,20200710,7,63,0,香港
1431,28,1197,10,227,18,20200711,7,63,0,香港
1469,38,1214,17,248,21,20200712,7,63,0,香港
1521,52,1217,3,296,48,20200713,8,63,0,香港
1569,48,1229,12,332,36,20200714,8,63,0,香港
1588,19,1241,12,337,5,20200715,10,63,0,香港
1713,125,1264,23,439,102,20200716,10,63,0,香港
1713,0,1264,0,438,-1,20200717,11,63,0,香港
1777,64,1274,10,491,53,20200718,12,63,0,香港
1885,108,1294,20,579,88,20200719,12,88,25,香港
1958,73,1302,8,644,65,20200720,12,88,0,香港
2131,173,1344,42,773,129,20200722,14,88,0,香港
2372,241,1407,63,949,176,20200724,16,88,0,香港
2505,133,1455,48,1032,83,20200725,18,88,0,香港
2633,128,1495,40,1120,88,20200726,18,88,0,香港
2778,145,1486,-9,1270,150,20200727,22,88,0,香港
2884,106,1527,41,1334,64,20200728,23,88,0,香港
3002,118,1591,64,1387,53,20200729,24,88,0,香港
3151,149,1660,69,1466,79,20200730,25,92,4,香港
3272,121,1751,91,1494,28,20200731,27,92,0,香港
3396,124,1858,107,1507,13,20200801,31,93,1,香港
3511,115,1959,101,1517,10,20200802,35,93,0,香港
3589,78,2037,78,1514,-3,20200803,38,93,0,香港
3669,80,2141,104,1486,-28,20200804,42,93,0,香港
3849,180,2458,317,1345,-141,20200806,46,93,0,香港
3938,89,2620,162,1271,-74,20200807,47,93,0,香港
4007,69,2755,135,1205,-66,20200808,47,93,0,香港
4079,72,2847,92,1180,-25,20200809,52,102,9,香港
4148,69,2917,70,1176,-4,20200810,55,102,0,香港
4243,95,3189,272,991,-185,20200812,63,103,1,香港
4312,69,3295,106,951,-40,20200813,66,103,0,香港
4360,48,3392,97,901,-50,20200814,67,105,2,香港
4406,46,3488,96,849,-52,20200815,69,105,0,香港
4480,74,3549,61,862,13,20200816,69,109,4,香港
4524,44,3599,50,856,-6,20200817,69,109,0,香港
4560,36,3677,78,812,-44,20200818,71,109,0,香港
4604,44,3827,150,702,-110,20200820,75,109,0,香港
4631,27,3900,73,656,-46,20200821,75,118,9,香港
4657,26,3974,74,607,-49,20200822,76,118,0,香港
4682,25,4018,44,587,-20,20200823,77,118,0,香港
4691,9,4052,34,562,-25,20200824,77,118,0,香港
4710,19,4108,56,524,-38,20200825,78,118,0,香港
4734,24,4161,53,494,-30,20200826,79,118,0,香港
4755,21,4200,39,474,-20,20200827,81,121,3,香港
4768,13,4249,49,435,-39,20200828,84,121,0,香港
4786,18,4287,38,412,-23,20200829,87,121,0,香港
4810,24,4342,55,379,-33,20200830,89,121,0,香港
4810,0,4342,0,379,0,20200831,89,121,0,香港
4822,12,4380,38,352,-27,20200901,90,121,0,香港
4830,8,4401,21,336,-16,20200902,93,121,0,香港
4838,8,4431,30,313,-23,20200903,94,121,0,香港
4850,12,4456,25,300,-13,20200904,94,126,5,香港
4857,7,4493,37,270,-30,20200905,94,126,0,香港
4878,21,4511,18,271,1,20200906,96,126,0,香港
4889,11,4524,13,267,-4,20200907,98,126,0,香港
4901,12,4557,33,245,-22,20200909,99,129,3,香港
4913,12,4582,25,232,-13,20200910,99,129,0,香港
4925,12,4598,16,228,-4,20200911,99,129,0,香港
4957,32,4630,32,227,-1,20200913,100,129,0,香港
4971,14,4635,5,235,8,20200914,101,131,2,香港
4975,4,4646,11,227,-8,20200915,102,135,4,香港
5009,34,4708,62,198,-29,20200919,103,135,0,香港
5032,23,4712,4,217,19,20200920,103,135,0,香港
5038,6,4717,5,218,1,20200921,103,135,0,香港
5046,8,4729,12,214,-4,20200922,103,140,5,香港
5049,3,4749,20,196,-18,20200923,104,140,0,香港
5056,7,4758,9,194,-2,20200924,104,140,0,香港
5058,2,4765,7,188,-6,20200925,105,140,0,香港
5059,1,4777,12,177,-11,20200926,105,140,0,香港
5065,6,4786,9,174,-3,20200927,105,140,0,香港
5075,10,4790,4,180,6,20200928,105,147,7,香港
5079,4,4807,17,167,-13,20200929,105,147,0,香港
5097,18,4837,30,155,-12,20201001,105,147,0,香港
5104,7,4843,6,156,1,20201002,105,147,0,香港
5108,4,4849,6,154,-2,20201003,105,147,0,香港
5113,5,4861,12,147,-7,20201004,105,147,0,香港
5124,11,4864,3,155,8,20201005,105,147,0,香港
5132,8,4875,11,152,-3,20201006,105,147,0,香港
5143,11,4885,10,153,1,20201007,105,147,0,香港
5161,18,4890,5,166,13,20201008,105,147,0,香港
5169,8,4906,16,158,-8,20201009,105,147,0,香港
5175,6,4914,8,156,-2,20201010,105,150,3,香港
5182,7,4919,5,158,2,20201011,105,150,0,香港
5193,11,4921,2,167,9,20201012,105,150,0,香港
5201,8,4931,10,165,-2,20201013,105,154,4,香港
5201,0,4932,1,164,-1,20201014,105,154,0,香港
5213,12,4943,11,165,1,20201015,105,162,8,香港
5220,7,4951,8,164,-1,20201016,105,162,0,香港
5237,17,4963,12,169,5,20201017,105,162,0,香港
5241,4,4973,10,163,-6,20201018,105,162,0,香港
5256,15,4982,9,169,6,20201019,105,176,14,香港
5269,13,5004,22,160,-9,20201020,105,176,0,香港
5269,0,5004,0,160,0,20201021,105,176,0,香港
5280,11,5019,15,156,-4,20201022,105,176,0,香港
5284,4,5029,10,150,-6,20201023,105,176,0,香港
5289,5,5041,12,143,-7,20201024,105,176,0,香港
5295,6,5047,6,143,0,20201025,105,176,0,香港
5303,8,5050,3,148,5,20201026,105,176,0,香港
5308,5,5053,3,150,2,20201027,105,176,0,香港
5310,2,5063,10,142,-8,20201028,105,176,0,香港
5320,10,5082,19,133,-9,20201030,105,176,0,香港
5323,3,5089,7,129,-4,20201031,105,176,0,香港
5330,7,5096,7,129,0,20201101,105,176,0,香港
5336,6,5102,6,129,0,20201102,105,176,0,香港
5345,9,5109,7,131,2,20201103,105,176,0,香港
5348,3,5118,9,124,-7,20201104,106,176,0,香港
5355,7,5126,8,122,-2,20201105,107,176,0,香港
5361,6,5131,5,123,1,20201106,107,176,0,香港
5374,13,5144,13,123,0,20201108,107,176,0,香港
5380,6,5146,2,127,4,20201109,107,176,0,香港
5389,9,5153,7,128,1,20201110,108,176,0,香港
5407,18,5159,6,140,12,20201111,108,176,0,香港
5430,23,5170,11,152,12,20201112,108,176,0,香港
5444,14,5187,17,149,-3,20201114,108,176,0,香港
5458,14,5194,7,156,7,20201115,108,176,0,香港
5470,12,5212,18,150,-6,20201117,108,176,0,香港
5479,9,5224,12,147,-3,20201118,108,176,0,香港
5491,12,5233,9,150,3,20201119,108,176,0,香港
5517,26,5239,6,170,20,20201120,108,176,0,香港
5560,43,5248,9,204,34,20201121,108,176,0,香港
5628,68,5259,11,261,57,20201122,108,176,0,香港
5701,73,5267,8,326,65,20201123,108,176,0,香港
5781,80,5274,7,399,73,20201124,108,176,0,香港
1,1,0,0,1,1,20200122,0,0,0,台湾
1,0,0,0,1,0,20200123,0,0,0,台湾
3,2,0,0,3,2,20200124,0,0,0,台湾
3,0,0,0,3,0,20200125,0,0,0,台湾
4,1,0,0,4,1,20200126,0,0,0,台湾
5,1,0,0,5,1,20200127,0,0,0,台湾
8,3,0,0,8,3,20200128,0,0,0,台湾
8,0,0,0,8,0,20200129,0,0,0,台湾
9,1,0,0,9,1,20200130,0,0,0,台湾
10,1,0,0,10,1,20200131,0,0,0,台湾
10,0,0,0,10,0,20200201,0,0,0,台湾
10,0,0,0,10,0,20200202,0,0,0,台湾
10,0,0,0,10,0,20200203,0,0,0,台湾
11,1,0,0,11,1,20200204,0,0,0,台湾
11,0,0,0,11,0,20200205,0,0,0,台湾
16,5,1,1,15,4,20200206,0,0,0,台湾
16,0,1,0,15,0,20200207,0,0,0,台湾
17,1,1,0,16,1,20200208,0,0,0,台湾
18,1,1,0,17,1,20200209,0,0,0,台湾
18,0,1,0,17,0,20200210,0,0,0,台湾
18,0,1,0,17,0,20200211,0,0,0,台湾
18,0,1,0,17,0,20200212,0,0,0,台湾
18,0,1,0,17,0,20200213,0,0,0,台湾
18,0,1,0,17,0,20200214,0,0,0,台湾
18,0,2,1,16,-1,20200215,0,0,0,台湾
20,2,2,0,17,1,20200216,1,0,0,台湾
22,2,2,0,19,2,20200217,1,0,0,台湾
22,0,2,0,19,0,20200218,1,0,0,台湾
24,2,2,0,21,2,20200219,1,0,0,台湾
24,0,2,0,21,0,20200220,1,0,0,台湾
26,2,2,0,23,2,20200221,1,0,0,台湾
26,0,2,0,23,0,20200222,1,0,0,台湾
28,2,5,3,22,-1,20200223,1,0,0,台湾
30,2,5,0,24,2,20200224,1,0,0,台湾
31,1,5,0,25,1,20200225,1,0,0,台湾
32,1,5,0,26,1,20200226,1,0,0,台湾
32,0,6,1,25,-1,20200227,1,0,0,台湾
34,2,9,3,24,-1,20200228,1,0,0,台湾
39,5,9,0,29,5,20200229,1,0,0,台湾
40,1,12,3,27,-2,20200301,1,0,0,台湾
41,1,12,0,28,1,20200302,1,0,0,台湾
42,1,12,0,29,1,20200303,1,0,0,台湾
42,0,12,0,29,0,20200304,1,0,0,台湾
44,2,12,0,31,2,20200305,1,0,0,台湾
45,1,12,0,32,1,20200306,1,0,0,台湾
45,0,13,1,31,-1,20200307,1,0,0,台湾
45,0,15,2,29,-2,20200308,1,0,0,台湾
45,0,15,0,29,0,20200309,1,0,0,台湾
47,2,17,2,29,0,20200310,1,0,0,台湾
48,1,17,0,30,1,20200311,1,0,0,台湾
49,1,20,3,28,-2,20200312,1,0,0,台湾
50,1,20,0,29,1,20200313,1,0,0,台湾
53,3,20,0,32,3,20200314,1,0,0,台湾
59,6,20,0,38,6,20200315,1,0,0,台湾
67,8,22,2,44,6,20200316,1,0,0,台湾
77,10,22,0,54,10,20200317,1,0,0,台湾
100,23,22,0,77,23,20200318,1,0,0,台湾
108,8,26,4,81,4,20200319,1,0,0,台湾
135,27,28,2,105,24,20200320,2,0,0,台湾
153,18,28,0,123,18,20200321,2,0,0,台湾
169,16,28,0,139,16,20200322,2,0,0,台湾
195,26,29,1,164,25,20200323,2,0,0,台湾
216,21,29,0,185,21,20200324,2,0,0,台湾
235,19,29,0,204,19,20200325,2,19,19,台湾
252,17,29,0,221,17,20200326,2,34,15,台湾
267,15,30,1,235,14,20200327,2,34,0,台湾
283,16,30,0,251,16,20200328,2,241,207,台湾
298,15,39,9,256,5,20200329,3,0,-241,台湾
306,8,39,0,262,6,20200330,5,0,0,台湾
322,16,39,0,278,16,20200331,5,0,0,台湾
329,7,39,0,285,7,20200401,5,0,0,台湾
339,10,50,11,284,-1,20200402,5,0,0,台湾
348,9,50,0,293,9,20200403,5,0,0,台湾
355,7,50,0,300,7,20200404,5,10,10,台湾
363,8,54,4,304,4,20200405,5,18,8,台湾
373,10,57,3,311,7,20200406,5,10,-8,台湾
376,3,61,4,310,-1,20200407,5,0,-10,台湾
379,3,67,6,307,-3,20200408,5,0,0,台湾
380,1,80,13,295,-12,20200409,5,10,10,台湾
382,2,91,11,285,-10,20200410,6,12,2,台湾
385,3,99,8,280,-5,20200411,6,12,0,台湾
388,3,109,10,273,-7,20200412,6,12,0,台湾
393,5,114,5,273,0,20200413,6,17,5,台湾
393,0,124,10,263,-10,20200414,6,17,0,台湾
395,2,137,13,252,-11,20200415,6,340,323,台湾
395,0,155,18,234,-18,20200416,6,340,0,台湾
395,0,166,11,223,-11,20200417,6,340,0,台湾
398,3,178,12,214,-9,20200418,6,340,0,台湾
420,22,189,11,225,11,20200419,6,341,1,台湾
422,2,203,14,213,-12,20200420,6,343,2,台湾
425,3,217,14,202,-11,20200421,6,343,0,台湾
426,1,236,19,184,-18,20200422,6,343,0,台湾
427,1,253,17,168,-16,20200423,6,343,0,台湾
428,1,264,11,158,-10,20200424,6,343,0,台湾
429,1,275,11,148,-10,20200425,6,343,0,台湾
429,0,281,6,142,-6,20200426,6,343,0,台湾
429,0,290,9,133,-9,20200427,6,343,0,台湾
429,0,307,17,116,-17,20200428,6,343,0,台湾
429,0,311,4,112,-4,20200429,6,343,0,台湾
429,0,322,11,101,-11,20200430,6,343,0,台湾
429,0,324,2,99,-2,20200501,6,343,0,台湾
432,3,324,0,102,3,20200502,6,343,0,台湾
436,4,332,8,98,-4,20200503,6,343,0,台湾
438,2,334,2,98,0,20200504,6,347,4,台湾
438,0,334,0,98,0,20200505,6,347,0,台湾
439,1,339,5,94,-4,20200506,6,348,1,台湾
440,1,347,8,87,-7,20200507,6,348,0,台湾
440,0,355,8,79,-8,20200508,6,348,0,台湾
440,0,361,6,73,-6,20200509,6,348,0,台湾
440,0,366,5,68,-5,20200510,6,348,0,台湾
440,0,368,2,65,-3,20200511,7,348,0,台湾
440,0,372,4,61,-4,20200512,7,348,0,台湾
440,0,375,3,58,-3,20200513,7,348,0,台湾
440,0,383,8,50,-8,20200514,7,348,0,台湾
440,0,387,4,46,-4,20200515,7,348,0,台湾
440,0,389,2,44,-2,20200516,7,348,0,台湾
440,0,395,6,38,-6,20200517,7,348,0,台湾
440,0,398,3,35,-3,20200518,7,348,0,台湾
440,0,401,3,32,-3,20200519,7,348,0,台湾
440,0,402,1,31,-1,20200520,7,348,0,台湾
441,1,407,5,27,-4,20200521,7,348,0,台湾
441,0,408,1,26,-1,20200522,7,348,0,台湾
441,0,411,3,23,-3,20200523,7,348,0,台湾
441,0,414,3,20,-3,20200524,7,348,0,台湾
441,0,415,1,19,-1,20200525,7,348,0,台湾
441,0,416,1,18,-1,20200526,7,348,0,台湾
441,0,419,3,15,-3,20200527,7,348,0,台湾
441,0,420,1,14,-1,20200528,7,348,0,台湾
442,1,420,0,15,1,20200529,7,348,0,台湾
442,0,421,1,14,-1,20200530,7,348,0,台湾
442,0,423,2,12,-2,20200531,7,348,0,台湾
443,1,427,4,9,-3,20200601,7,348,0,台湾
443,0,427,0,9,0,20200602,7,348,0,台湾
443,0,428,1,8,-1,20200603,7,348,0,台湾
443,0,428,0,8,0,20200604,7,348,0,台湾
443,0,429,1,7,-1,20200605,7,348,0,台湾
443,0,429,0,7,0,20200606,7,348,0,台湾
443,0,430,1,6,-1,20200607,7,348,0,台湾
443,0,430,0,6,0,20200608,7,348,0,台湾
443,0,431,1,5,-1,20200609,7,348,0,台湾
443,0,431,0,5,0,20200610,7,348,0,台湾
443,0,431,0,5,0,20200611,7,348,0,台湾
443,0,431,0,5,0,20200612,7,348,0,台湾
443,0,431,0,5,0,20200613,7,348,0,台湾
443,0,431,0,5,0,20200614,7,348,0,台湾
445,2,433,2,5,0,20200615,7,348,0,台湾
445,0,433,0,5,0,20200616,7,348,0,台湾
445,0,434,1,4,-1,20200617,7,348,0,台湾
446,1,434,0,5,1,20200618,7,348,0,台湾
446,0,434,0,5,0,20200619,7,348,0,台湾
446,0,434,0,5,0,20200620,7,348,0,台湾
446,0,434,0,5,0,20200621,7,348,0,台湾
446,0,435,1,4,-1,20200622,7,348,0,台湾
446,0,435,0,4,0,20200623,7,348,0,台湾
446,0,435,0,4,0,20200624,7,348,0,台湾
447,1,435,0,5,1,20200625,7,356,8,台湾
447,0,435,0,5,0,20200626,7,356,0,台湾
447,0,435,0,5,0,20200627,7,356,0,台湾
447,0,435,0,5,0,20200628,7,356,0,台湾
447,0,435,0,5,0,20200629,7,356,0,台湾
447,0,437,2,3,-2,20200630,7,356,0,台湾
447,0,438,1,2,-1,20200701,7,356,0,台湾
448,1,438,0,3,1,20200702,7,356,0,台湾
449,1,438,0,4,1,20200703,7,357,1,台湾
449,0,438,0,4,0,20200704,7,357,0,台湾
449,0,438,0,4,0,20200705,7,357,0,台湾
449,0,438,0,4,0,20200706,7,357,0,台湾
449,0,438,0,4,0,20200707,7,357,0,台湾
449,0,438,0,4,0,20200708,7,357,0,台湾
449,0,438,0,4,0,20200709,7,357,0,台湾
451,2,438,0,6,2,20200710,7,360,3,台湾
451,0,438,0,6,0,20200711,7,360,0,台湾
451,0,438,0,6,0,20200712,7,360,0,台湾
451,0,440,2,4,-2,20200713,7,360,0,台湾
451,0,440,0,4,0,20200714,7,360,0,台湾
451,0,440,0,4,0,20200715,7,360,0,台湾
452,1,440,0,5,1,20200716,7,360,0,台湾
454,2,440,0,7,2,20200717,7,362,2,台湾
454,0,440,0,7,0,20200718,7,362,0,台湾
455,1,440,0,8,1,20200719,7,362,0,台湾
455,0,440,0,8,0,20200720,7,362,0,台湾
455,0,440,0,8,0,20200722,7,362,0,台湾
458,3,440,0,11,3,20200724,7,362,0,台湾
458,0,440,0,11,0,20200725,7,362,0,台湾
458,0,440,0,11,0,20200726,7,362,0,台湾
462,4,440,0,15,4,20200727,7,366,4,台湾
467,5,440,0,20,5,20200728,7,371,5,台湾
467,0,440,0,20,0,20200729,7,371,0,台湾
467,0,440,0,20,0,20200730,7,371,0,台湾
467,0,440,0,20,0,20200731,7,371,0,台湾
474,7,441,1,26,6,20200801,7,371,0,台湾
474,0,441,0,26,0,20200802,7,371,0,台湾
475,1,441,0,27,1,20200803,7,371,0,台湾
476,1,441,0,28,1,20200804,7,371,0,台湾
477,1,441,0,29,1,20200806,7,371,0,台湾
477,0,441,0,29,0,20200807,7,371,0,台湾
477,0,441,0,29,0,20200808,7,371,0,台湾
477,0,441,0,29,0,20200809,7,371,0,台湾
477,0,441,0,29,0,20200810,7,371,0,台湾
481,4,450,9,24,-5,20200812,7,371,0,台湾
481,0,450,0,24,0,20200813,7,371,0,台湾
481,0,450,0,24,0,20200814,7,371,0,台湾
482,1,450,0,25,1,20200815,7,371,0,台湾
484,2,450,0,27,2,20200816,7,371,0,台湾
485,1,450,0,28,1,20200817,7,371,0,台湾
486,1,450,0,29,1,20200818,7,371,0,台湾
486,0,457,7,22,-7,20200820,7,371,0,台湾
487,1,457,0,23,1,20200821,7,371,0,台湾
487,0,457,0,23,0,20200822,7,371,0,台湾
487,0,457,0,23,0,20200823,7,371,0,台湾
487,0,457,0,23,0,20200824,7,371,0,台湾
487,0,457,0,23,0,20200825,7,371,0,台湾
487,0,462,5,18,-5,20200826,7,371,0,台湾
487,0,462,0,18,0,20200827,7,371,0,台湾
487,0,462,0,18,0,20200828,7,371,0,台湾
488,1,462,0,19,1,20200829,7,371,0,台湾
488,0,462,0,19,0,20200830,7,371,0,台湾
488,0,462,0,19,0,20200831,7,371,0,台湾
488,0,462,0,19,0,20200901,7,371,0,台湾
489,1,471,9,11,-8,20200902,7,371,0,台湾
489,0,471,0,11,0,20200903,7,371,0,台湾
490,1,471,0,12,1,20200904,7,371,0,台湾
492,2,473,2,12,0,20200905,7,371,0,台湾
493,1,473,0,13,1,20200906,7,371,0,台湾
494,1,475,2,12,-1,20200907,7,371,0,台湾
495,1,475,0,13,1,20200909,7,371,0,台湾
496,1,475,0,14,1,20200910,7,371,0,台湾
498,2,475,0,16,2,20200911,7,371,0,台湾
498,0,475,0,16,0,20200913,7,371,0,台湾
